gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,TotalServices,ChurnBinary,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Risk_Segment,Predicted Churn Score
Female,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,4.0,6,0,56.0,6,5515.45,5,4,5,545,Champions,Medium-High Risk,30
Female,0,No,No,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7,112.75,No,0.0,1,0,6.0,1,112.75,2,1,1,211,At-Risk Newbies,Medium Risk,70
Male,0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,0.0,3,1,3.0,3,229.55,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,Yes,Yes,7.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0.0,3,0,7.0,3,350.35,3,2,2,322,Average Customers,Low Risk,60
Female,0,Yes,Yes,4.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.85,62.9,No,0.0,1,0,4.0,1,62.9,2,1,1,211,At-Risk Newbies,Medium Risk,70
Male,0,No,No,33.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,2.0,5,0,33.0,5,3027.65,5,3,4,534,Loyal Customers,Medium-High Risk,30
Female,1,No,No,27.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,2.0,4,1,27.0,4,2135.5,5,3,4,534,Loyal Customers,Medium-High Risk,50
Male,0,Yes,No,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,6.0,2,0,72.0,2,1723.95,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,No,0.0,1,0,1.0,1,19.75,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,1,No,No,71.0,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,5.0,5,0,71.0,5,3985.35,5,3,4,534,Loyal Customers,Medium-High Risk,0
Female,0,No,No,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,1.0,4,0,13.0,4,1215.65,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,Yes,Yes,25.0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,2.0,6,1,25.0,6,1502.65,5,4,3,543,Loyal Customers,Low Risk,20
Male,0,No,No,67.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,5.0,3,0,67.0,3,3260.1,5,2,4,524,High Spenders,Low Risk,0
Male,0,No,No,1.0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,0.0,2,1,1.0,2,35.45,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,0.0,2,1,2.0,2,81.25,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Female,0,No,No,43.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7,1188.2,No,3.0,2,0,43.0,2,1188.2,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,No,No,23.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,1.0,3,0,23.0,3,1778.5,4,2,3,423,Lost Customers,Medium-High Risk,50
Female,0,Yes,Yes,64.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,1277.75,No,5.0,1,0,64.0,1,1277.75,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,No,Yes,57.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6,1170.55,No,4.0,1,0,57.0,1,1170.55,5,1,3,513,Lost Customers,Medium Risk,10
Female,1,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0.0,2,1,1.0,2,70.45,1,1,1,111,At-Risk Newbies,High Risk,100
Female,1,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,6.0,9,0,72.0,9,6425.65,5,5,5,555,Champions,Medium Risk,20
Female,0,No,No,8.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,0.0,6,1,8.0,6,563.65,3,4,2,342,Average Customers,High Risk,80
Female,0,Yes,No,61.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,5.0,6,0,61.0,6,5971.25,5,4,5,545,Champions,Medium-High Risk,30
Male,0,No,No,64.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,5.0,5,0,64.0,5,5289.05,5,3,5,535,Loyal Customers,Medium-High Risk,30
Male,1,Yes,No,71.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,1756.2,No,5.0,2,0,71.0,2,1756.2,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,5.0,7,0,65.0,7,6416.7,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,3.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,61.35,No,0.0,1,0,3.0,1,61.35,1,1,1,111,At-Risk Newbies,Medium Risk,50
Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0.0,2,1,1.0,2,45.65,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,0,No,Yes,30.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,2.0,5,0,30.0,5,1929.95,5,3,3,533,Loyal Customers,Low Risk,0
Male,0,Yes,Yes,15.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,1.0,6,0,15.0,6,1071.4,4,4,3,443,Loyal Customers,Low Risk,20
Female,0,Yes,Yes,8.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0.0,5,0,8.0,5,564.35,3,3,2,332,Average Customers,Medium-High Risk,60
Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,0.0,5,1,7.0,5,655.5,3,3,2,332,Average Customers,High Risk,90
Female,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,5.0,8,0,70.0,8,7930.55,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,Yes,62.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,5.0,8,0,62.0,8,5215.25,5,5,5,555,Champions,Medium-High Risk,20
Female,0,Yes,Yes,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,113.5,No,0.0,1,0,6.0,1,113.5,2,1,1,211,At-Risk Newbies,Medium Risk,70
Female,0,Yes,Yes,14.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,1.0,3,0,14.0,3,1152.8,4,2,3,423,Lost Customers,Medium-High Risk,50
Female,0,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,1.0,4,0,22.0,4,1821.95,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,22.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,419.9,No,1.0,1,0,22.0,1,419.9,4,1,2,412,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,16.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,1.0,5,0,16.0,5,1024.0,4,3,3,433,Loyal Customers,Low Risk,0
Male,0,No,No,10.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.7,251.6,No,0.0,2,0,10.0,2,251.6,3,1,1,311,Average Customers,Medium Risk,50
Female,0,No,Yes,13.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,1.0,4,0,13.0,4,764.55,4,3,2,432,Average Customers,Medium-High Risk,20
Female,0,Yes,No,20.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1.0,4,1,20.0,4,1592.35,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0.0,2,0,2.0,2,135.2,1,1,1,111,At-Risk Newbies,Medium-High Risk,80
Male,0,No,No,53.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,4.0,7,0,53.0,7,3958.25,5,5,4,554,Champions,Low Risk,20
Female,0,Yes,Yes,11.0,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.6,233.9,No,0.0,1,0,11.0,1,233.9,3,1,1,311,Average Customers,Medium Risk,50
Male,0,Yes,No,69.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,1363.45,No,5.0,1,0,69.0,1,1363.45,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,0.0,2,1,4.0,2,273.0,2,1,2,212,At-Risk Newbies,High Risk,100
Male,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,6.0,9,0,72.0,9,6254.45,5,5,5,555,Champions,Low Risk,20
Male,1,Yes,No,58.0,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,4.0,4,1,58.0,4,2651.2,5,3,4,534,Loyal Customers,Medium-High Risk,20
Female,0,Yes,Yes,16.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.4,321.4,No,1.0,1,0,16.0,1,321.4,4,1,2,412,Lost Customers,Medium-High Risk,30
Male,0,Yes,No,43.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,3.0,5,0,43.0,5,3539.25,5,3,4,534,Loyal Customers,Medium-High Risk,30
Female,0,Yes,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,0.0,7,1,2.0,7,242.8,1,5,1,151,Average Customers,High Risk,90
Male,0,Yes,No,14.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,1.0,7,0,14.0,7,1181.75,4,5,3,453,Loyal Customers,Low Risk,20
Female,0,Yes,No,53.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,4.0,5,1,53.0,5,5000.2,5,3,5,535,Loyal Customers,Medium-High Risk,30
Female,0,No,No,32.0,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.55,654.55,No,2.0,1,0,32.0,1,654.55,5,1,2,512,Lost Customers,Medium Risk,10
Female,0,Yes,No,34.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,780.2,No,2.0,2,0,34.0,2,780.2,5,1,2,512,Lost Customers,Medium-High Risk,30
Female,1,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1.0,3,1,15.0,3,1145.7,4,2,3,423,Lost Customers,Medium-High Risk,50
Female,1,No,No,7.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,0.0,3,1,7.0,3,503.6,3,2,2,322,Average Customers,High Risk,90
Female,0,Yes,Yes,15.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,1.0,7,0,15.0,7,1559.25,4,5,3,453,Loyal Customers,Medium-High Risk,50
Male,0,Yes,No,61.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1252.0,No,5.0,1,0,61.0,1,1252.0,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,No,No,1.0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,0.0,2,1,1.0,2,29.95,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0.0,2,0,1.0,2,45.3,1,1,1,111,At-Risk Newbies,Medium Risk,70
Male,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,0.0,4,1,8.0,4,662.65,3,3,2,332,Average Customers,High Risk,90
Male,0,Yes,Yes,33.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,2.0,6,0,33.0,6,2453.3,5,4,4,544,Champions,Low Risk,20
Female,0,No,No,13.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1.0,4,1,13.0,4,1111.65,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,1.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0.0,1,1,1.0,1,24.8,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,0,No,No,20.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,1.0,3,0,20.0,3,1023.85,4,2,3,423,Lost Customers,Low Risk,20
Male,0,No,No,3.0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0.0,2,0,3.0,2,82.15,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Female,0,No,No,13.0,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,244.8,No,1.0,1,0,13.0,1,244.8,4,1,1,411,Lost Customers,Medium-High Risk,10
Female,0,Yes,No,40.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,3.0,4,0,40.0,4,2379.1,5,3,4,534,Loyal Customers,Low Risk,20
Male,0,Yes,Yes,43.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,3.0,6,0,43.0,6,3173.35,5,4,4,544,Champions,Low Risk,20
Male,0,Yes,No,6.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,0.0,5,1,6.0,5,531.0,2,3,2,232,Average Customers,High Risk,90
Female,0,Yes,Yes,69.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,No,5.0,1,0,69.0,1,1375.4,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,6.0,8,0,72.0,8,8129.3,5,5,5,555,Champions,Medium-High Risk,30
Male,0,Yes,Yes,59.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1192.7,No,4.0,1,0,59.0,1,1192.7,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,Yes,No,20.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,1.0,6,0,20.0,6,1901.65,4,4,3,443,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,24.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,2.0,2,0,24.0,2,587.4,4,1,2,412,Lost Customers,Medium Risk,10
Male,0,No,No,59.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,4.0,8,0,59.0,8,6519.75,5,5,5,555,Champions,Medium-High Risk,50
Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,6.0,8,0,72.0,8,8041.65,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,Yes,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,20.75,No,0.0,1,0,1.0,1,20.75,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,2.0,6,0,27.0,6,2681.15,5,4,4,544,Champions,Medium-High Risk,30
Female,0,No,No,14.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,1.0,4,0,14.0,4,1112.3,4,3,3,433,Loyal Customers,Medium-High Risk,50
Male,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,5.0,7,0,71.0,7,7405.5,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,1.0,3,0,13.0,3,1033.95,4,2,3,423,Lost Customers,Medium-High Risk,50
Male,0,No,No,44.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,3.0,2,0,44.0,2,2958.95,5,1,4,514,High Spenders,Medium-High Risk,40
Female,0,No,No,33.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,2.0,4,0,33.0,4,2684.85,5,3,4,534,Loyal Customers,Medium-High Risk,30
Male,0,Yes,Yes,72.0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,6.0,6,0,72.0,6,4179.2,5,4,4,544,Champions,Low Risk,0
Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,0.0,3,1,1.0,3,79.9,1,2,1,121,At-Risk Newbies,High Risk,90
Female,0,No,No,19.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1.0,7,1,19.0,7,1934.45,4,5,3,453,Loyal Customers,Medium-High Risk,50
Male,0,Yes,No,64.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,5.0,7,0,64.0,7,6654.1,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,0.0,2,1,2.0,2,84.5,1,1,1,111,At-Risk Newbies,Medium Risk,70
Female,0,No,No,1.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0.0,1,0,1.0,1,25.25,1,1,1,111,At-Risk Newbies,Medium-High Risk,70
Male,0,No,Yes,61.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,1124.2,No,5.0,1,0,61.0,1,1124.2,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,Yes,Yes,29.0,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.0,540.05,No,2.0,1,0,29.0,1,540.05,5,1,2,512,Lost Customers,Medium-High Risk,10
Male,1,Yes,No,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,1.0,4,0,23.0,4,1975.85,4,3,3,433,Loyal Customers,Medium-High Risk,50
Female,0,Yes,No,57.0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,4.0,6,0,57.0,6,3437.45,5,4,4,544,Champions,Low Risk,20
Male,0,Yes,Yes,72.0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,6.0,5,0,72.0,5,3139.8,5,3,4,534,Loyal Customers,Low Risk,0
Male,0,Yes,No,66.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,5.0,6,0,66.0,6,3789.2,5,4,4,544,Champions,Low Risk,0
Male,0,Yes,Yes,65.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,5.0,8,0,65.0,8,5324.5,5,5,5,555,Champions,Low Risk,20
Female,0,No,No,8.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,0.0,3,0,8.0,3,624.6,3,2,2,322,Average Customers,High Risk,90
Female,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,0.0,2,1,4.0,2,268.35,2,1,2,212,At-Risk Newbies,High Risk,100
Female,0,Yes,No,71.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,1836.9,No,5.0,2,0,71.0,2,1836.9,5,1,3,513,Lost Customers,Medium Risk,10
Male,0,Yes,Yes,1.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.2,20.2,No,0.0,1,0,1.0,1,20.2,1,1,1,111,At-Risk Newbies,Medium-High Risk,50
Male,0,Yes,No,4.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,0.0,3,1,4.0,3,179.35,2,2,1,221,At-Risk Newbies,Low Risk,60
Female,0,No,No,12.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.35,219.35,No,1.0,1,0,12.0,1,219.35,3,1,1,311,Average Customers,Medium Risk,10
Male,0,No,No,24.0,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,2.0,4,0,24.0,4,1288.75,4,3,3,433,Loyal Customers,Low Risk,0
Female,0,Yes,Yes,31.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,2.0,7,0,31.0,7,2545.75,5,5,4,554,Champions,Low Risk,20
Female,0,Yes,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,0.0,3,1,1.0,3,55.2,1,2,1,121,At-Risk Newbies,Low Risk,60
Male,0,No,No,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,2.0,5,0,30.0,5,2723.15,5,3,4,534,Loyal Customers,Medium-High Risk,50
Female,0,Yes,Yes,47.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,3.0,8,0,47.0,8,4107.25,5,5,4,554,Champions,Low Risk,20
Male,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,4.0,8,0,54.0,8,5760.65,5,5,5,555,Champions,Medium-High Risk,30
Male,0,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,4.0,6,0,50.0,6,4747.5,5,4,5,545,Champions,Medium-High Risk,50
Male,0,No,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,0.0,4,1,1.0,4,84.6,1,3,1,131,Average Customers,High Risk,90
Female,0,No,No,72.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1566.9,No,6.0,1,0,72.0,1,1566.9,5,1,3,513,Lost Customers,Medium Risk,10
Female,0,No,No,29.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.15,702.0,No,2.0,2,0,29.0,2,702.0,5,1,2,512,Lost Customers,Medium-High Risk,30
Male,0,No,No,2.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,0.0,4,1,2.0,4,114.1,1,3,1,131,Average Customers,Low Risk,60
Female,0,No,No,10.0,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,0.0,2,0,10.0,2,299.05,3,1,2,312,Average Customers,Medium Risk,50
Male,0,Yes,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,1.0,3,0,18.0,3,1305.95,4,2,3,423,Lost Customers,Medium-High Risk,50
Female,1,No,No,11.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,0.0,5,1,11.0,5,1120.3,3,3,3,333,Loyal Customers,High Risk,90
Male,0,No,No,16.0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,284.35,No,1.0,1,0,16.0,1,284.35,4,1,2,412,Lost Customers,Medium Risk,10
Female,0,No,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,6.0,8,0,72.0,8,6350.5,5,5,5,555,Champions,Low Risk,20
Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,6.0,8,0,72.0,8,7878.3,5,5,5,555,Champions,Medium-High Risk,30
